,EmployeeID,Age,Gender,MaritalStatus,DateBirth,Education,EducationField,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,OverTime,DistanceFromHome,RemoteWork,BusinessTravel,TrainingTimesLastYear,JobRole,JobLevel,DailyRate,HourlyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,Salary
265,nan75,32,Male,Unknown,1991,2,Life Sciences,0,8.0,7,3,6,4,4,3,2.0,3,3.0,No,0.2753252662514105,2,1,Unknown,2, laboratory technician ,1,1005.0,79.0,11864.0,13,0,1000000000
266,nan76,38,Male,Unknown,1985,3,Unknown,0,11.25481540785448,9,1,8,4,3,2,3.0,2,4.0,No,0.0,23,1,travel_frequently,2, manufacturing director ,3,803.5433979863088,44.0,8787.0,21,0,1000000000
267,nan77,36,Male,Unknown,1987,3,Medical,6,17.0,7,7,7,3,3,2,2.0,3,3.0,No,0.27229309268474167,27,1,travel_rarely,3, healthcare representative ,2,1299.0,94.0,16577.0,13,2,1000000000
268,35,42,Male,Unknown,1981,4,Unknown,0,10.0,9,4,2,3,2,4,3.0,3,3.1507162918377607,No,0.2837880090183006,8,0,Unknown,2, sales executive ,2,803.5513519005724,48.0,21173.0,11,1,1000000000
269,76,31,Male,Divorced,1992,4,Life Sciences,3,11.117401635712557,7,1,7,4,4,4,2.0,3,4.0,No,0.0,7,0,Unknown,3, laboratory technician ,2,655.0,48.0,9528.0,22,1,1000000000
270,98,31,Female,Single,1992,4,Unknown,1,11.0,11,1,8,3,4,4,3.0,3,4.0,No,0.0,8,0,travel_rarely,2, manufacturing director ,2,746.0,61.0,20682.0,23,0,1000000000
271,120,51,Male,Unknown,1972,4,Marketing,0,11.0,10,1,0,3,4,4,1.0,3,4.0,No,0.2692391898948678,21,1,Unknown,2, sales executive ,2,632.0,71.0,8423.0,22,0,1000000000
272,147,34,Male,Unknown,1989,3,Unknown,1,9.0,9,0,6,1,3,4,2.774872733119733,1,4.0,Yes,1.0,7,1,travel_frequently,3, laboratory technician ,2,658.0,66.0,22887.0,24,0,1000000000
273,154,36,Female,Unknown,1987,2,Technical Degree,0,10.0,9,2,8,2,4,3,3.0,3,3.0,No,0.0,11,0,Unknown,6, sales executive ,3,1467.0,92.0,22952.0,14,1,1000000000
274,159,30,Male,Divorced,1993,3,Unknown,1,11.727236784240915,10,0,9,1,3,3,2.0,1,4.0,No,0.0,23,0,travel_frequently,2, research scientist ,1,1312.0,96.0,22310.0,25,3,1000000000
275,160,33,Male,Married,1990,2,Unknown,0,11.206821795731248,7,0,7,1,2,1,4.0,3,3.0,No,0.26108448607647,12,1,non-travel,2, sales executive ,2,750.0,95.0,15480.0,13,1,1000000000
276,163,31,Male,Married,1992,4,Life Sciences,4,10.742342669711164,7,7,7,2,3,2,2.0,1,3.0,Yes,0.2581715070184008,6,0,Unknown,3, sales executive ,2,249.0,76.0,20739.0,18,0,1000000000
277,176,41,Male,Divorced,1982,1,Unknown,3,11.255002181602302,9,0,7,3,3,3,3.0,3,3.0,No,1.0,23,0,travel_rarely,2, sales executive ,3,802.0,96.0,21196.0,13,1,1000000000
278,177,26,Female,Unknown,1997,1,Unknown,1,8.0,8,5,7,3,3,4,3.0,3,4.0,No,0.2914774084530116,25,1,travel_rarely,3, human resources ,1,1355.0,61.0,8916.0,23,1,1000000000
279,195,32,Male,Divorced,1991,2,Unknown,0,11.148471965116277,8,0,7,4,4,4,4.0,1,3.0,No,0.0,9,1,Unknown,2, sales executive ,2,689.0,35.0,22812.0,17,3,1000000000
280,202,40,Female,Divorced,1983,3,Unknown,1,20.0,20,2,13,2,2,1,3.0,3,3.0,No,0.0,26,0,travel_frequently,2, research scientist ,2,1395.0,54.0,8504.0,11,1,1000000000
281,205,53,Male,Unknown,1970,2,Marketing,2,13.0,7,4,5,2,3,4,1.0,3,4.0,No,1.0,6,1,travel_rarely,3, sales representative ,2,1436.0,34.0,16047.0,20,1,1000000000
282,nan78,29,Male,Married,1994,1,Technical Degree,1,10.0,10,0,9,4,3,1,3.0,3,3.0,No,0.302977721046615,1,0,non-travel,1, manufacturing director ,2,1496.0,41.0,26283.0,13,1,1000000000
283,nan79,36,Male,Unknown,1987,2,Unknown,4,13.0,8,7,2,4,2,3,2.0,3,3.1443237372458923,No,0.0,3,1,travel_frequently,3, laboratory technician ,1,1480.0,30.0,15062.0,12,0,1000000000
284,252,33,Female,Unknown,1990,3,Unknown,1,8.0,8,1,6,4,2,4,3.0,3,3.0,No,0.27643287894425916,14,1,travel_rarely,5, research scientist ,1,803.5940998834017,66.01418230703922,4673.0,13,1,1000000000
285,258,51,Female,Single,1972,3,Unknown,3,10.80228445043329,7,1,0,4,2,3,3.0,3,3.0,No,0.24977391952089503,3,0,travel_rarely,6, healthcare representative ,4,313.0,98.0,7192.0,18,0,1000000000
286,260,27,Female,Single,1996,3,Medical,1,11.340288987987106,7,0,3,4,2,4,2.0,3,3.0,No,0.0,9,0,travel_rarely,2, research scientist ,1,894.0,99.0,11781.0,16,0,1000000000
287,267,37,Male,Unknown,1986,3,Life Sciences,1,10.779960639616256,8,1,7,2,1,1,2.0,4,3.0,No,1.0,21,1,Unknown,3, research scientist ,1,290.0,65.0,22977.0,12,1,1000000000
288,nan80,38,Male,Married,1985,3,Unknown,3,9.0,7,1,7,4,4,1,1.0,3,3.0,No,0.0,29,1,Unknown,3, manufacturing director ,2,1084.0,54.0,4185.0,18,1,1000000000
289,275,49,Male,Divorced,1974,4,Unknown,1,7.0,7,1,7,4,4,1,3.0,3,3.0,No,1.0,18,0,non-travel,0, manufacturing director ,2,1002.0,92.0,23793.0,15,2,1000000000
290,293,27,Female,Single,1996,3,Life Sciences,1,7.0,7,0,7,4,3,4,3.0,3,3.0,No,0.276228757866973,20,0,Unknown,2, sales executive ,2,1242.0,90.0,12916.0,14,0,1000000000
291,302,45,Female,Single,1978,3,Medical,6,23.0,19,12,8,4,4,4,3.0,2,3.0,No,0.28098147042342353,6,1,Unknown,2, sales executive ,3,1052.0,57.0,16840.0,12,0,1000000000
292,314,35,Female,Single,1988,3,Unknown,1,10.0,10,0,8,3,3,1,4.0,3,3.0,No,0.0,1,1,Unknown,3, sales executive ,3,944.0,92.0,9096.0,14,0,1000000000
293,nan81,33,Female,Unknown,1990,2,Unknown,7,13.0,9,1,7,1,1,1,4.0,3,3.1522762538212046,Yes,0.0,2,1,travel_rarely,3, laboratory technician ,1,465.0,39.0,21509.0,20,0,1000000000
294,329,52,Male,Unknown,1971,4,Life Sciences,1,33.0,33,15,12,1,3,4,4.0,2,3.0,No,1.0,2,1,Unknown,2, manager ,5,771.0,79.0,21030.0,18,0,1000000000
295,nan82,40,Male,Unknown,1983,2,Medical,0,11.822067034842886,21,3,9,1,3,4,3.0,3,3.0,No,0.0,2,1,Unknown,5, research director ,5,1416.0,49.0,5949.0,19,1,1000000000
296,361,38,Male,Unknown,1985,2,Life Sciences,3,13.0,8,7,5,4,4,4,3.0,2,3.0,No,0.0,2,1,non-travel,0, sales executive ,2,1327.0,39.0,19682.0,18,1,1000000000
297,363,46,Female,Married,1977,3,Unknown,3,28.0,7,7,7,3,2,2,2.0,1,3.0,No,1.0,27,0,Unknown,2, manager ,4,488.0,75.0,14977.0,12,1,1000000000
298,nan83,45,Male,Married,1978,2,Medical,0,21.0,20,4,10,3,4,2,3.0,3,3.0,No,1.0,20,1,travel_rarely,2, healthcare representative ,4,1385.0,79.0,7501.0,14,0,1000000000
299,376,47,Male,Married,1976,4,Life Sciences,1,11.12883184614086,10,9,9,1,2,4,2.0,3,3.0,Yes,0.2623445393281232,10,1,non-travel,2, manager ,3,666.0,88.0,10268.0,12,1,1000000000
300,381,35,Female,Divorced,1988,3,Life Sciences,7,10.0,7,6,2,2,2,2,2.0,4,3.14890918802001,No,0.2853952775019912,22,0,Unknown,6, manager ,3,1315.0,71.0,19100.0,18,1,1000000000
301,388,29,Male,Single,1994,2,Unknown,1,10.920048982409416,10,0,9,2,4,1,2.803658316682751,3,3.0,No,0.2768712369281227,2,1,travel_frequently,3, sales executive ,2,442.0,44.0,20260.0,18,0,1000000000
302,389,55,Male,Married,1968,2,Technical Degree,3,12.0,10,0,8,2,4,4,3.0,3,3.154383370367081,No,0.2727770725722436,20,1,travel_rarely,4, laboratory technician ,2,147.0,37.0,15972.0,19,1,1000000000
303,401,26,Male,Single,1997,4,Unknown,1,11.390549345065644,8,7,4,4,4,2,2.756685390451343,2,3.0,Yes,0.2867034316796222,45,1,travel_rarely,0, sales executive ,2,950.0,48.0,8450.0,12,0,1000000000
304,416,31,Male,Unknown,1992,3,Technical Degree,4,10.0,8,7,7,2,4,2,2.0,4,3.0,No,0.2469825459074254,7,1,travel_rarely,3, sales executive ,2,218.0,100.0,12241.0,11,1,1000000000
305,430,43,Female,Unknown,1980,4,Life Sciences,0,11.254446604097671,8,1,7,3,4,1,3.0,3,3.0,No,0.0,10,1,travel_frequently,5, laboratory technician ,1,803.5149791712074,33.0,10675.0,19,0,1000000000
306,438,31,Male,Unknown,1992,3,Marketing,4,13.0,7,1,7,4,4,4,3.0,3,3.0,No,0.268950285912197,13,1,travel_rarely,3, sales executive ,2,691.0,73.0,7143.0,12,3,1000000000
307,nan84,32,Female,Single,1991,4,Medical,7,11.454325359598174,7,0,7,1,4,3,2.0,4,3.0,No,0.27665462292561904,2,1,Unknown,0, research scientist ,2,1018.0,74.0,10557.0,16,0,1000000000
308,446,33,Male,Unknown,1990,3,Unknown,3,11.254886208605495,7,0,1,2,4,3,2.0,2,3.0,No,0.0,10,0,Unknown,6, sales executive ,2,803.5488270650402,46.0,4317.0,14,0,1000000000
309,448,43,Female,Divorced,1980,4,Life Sciences,1,9.0,9,0,0,3,3,2,4.0,2,3.155233746831151,No,0.0,10,0,travel_frequently,3, laboratory technician ,2,559.0,82.0,6227.0,11,1,1000000000
310,454,29,Male,Unknown,1994,4,Unknown,1,7.0,7,0,7,2,1,4,2.0,1,3.0,Yes,0.26063314517529346,8,0,travel_rarely,4, laboratory technician ,1,318.0,77.0,4759.0,11,0,1000000000
311,458,27,Female,Unknown,1996,4,Unknown,1,8.0,8,0,7,2,2,1,3.0,3,3.0,No,0.0,8,0,Unknown,3, sales executive ,2,1130.0,56.0,3415.0,18,1,1000000000
312,nan85,29,Female,Divorced,1994,1,Unknown,1,7.0,7,1,7,4,2,1,3.0,2,3.0,No,1.0,10,0,travel_rarely,2, sales executive ,2,144.0,39.0,11866.0,14,2,1000000000
313,nan86,37,Male,Divorced,1986,3,Medical,4,13.0,7,6,7,3,1,1,3.0,4,3.0,No,0.29335275573648734,6,0,Unknown,2, research scientist ,2,1319.0,51.0,17001.0,13,2,1000000000
314,476,26,Male,Unknown,1997,3,Unknown,1,11.375087928556777,8,7,7,3,3,2,3.0,3,3.0,No,0.2822846767646072,1,1,travel_rarely,3, sales executive ,2,933.0,57.0,20156.0,17,1,1000000000
315,483,40,Female,Married,1983,4,Life Sciences,3,11.595115341356541,7,1,7,4,3,3,3.0,4,3.0,No,1.0,10,1,travel_rarely,3, laboratory technician ,1,1171.0,46.0,22495.0,13,1,1000000000
316,488,41,Male,Unknown,1982,3,Unknown,1,8.0,8,7,7,1,2,3,3.0,3,3.0,Yes,0.0,4,0,Unknown,5, sales executive ,2,143.0,56.0,9558.0,18,0,1000000000
317,500,51,Female,Unknown,1972,2,Unknown,4,18.0,7,0,7,3,4,3,2.0,3,3.0,No,0.0,14,1,travel_rarely,2, sales executive ,2,1178.0,87.0,14862.0,11,1,1000000000
318,nan87,37,Female,Unknown,1986,3,Unknown,1,11.537388825449245,18,12,17,4,1,3,2.0,3,3.0,No,0.0,14,0,Unknown,2, laboratory technician ,1,1107.0,95.0,26914.0,12,1,1000000000
319,nan88,56,Female,Married,1967,3,Life Sciences,9,36.0,7,7,7,3,1,4,2.0,4,3.0,No,0.0,6,1,Unknown,0, sales executive ,4,906.0,86.0,18256.0,11,3,1000000000
320,534,41,Male,Married,1982,3,Marketing,1,10.0,10,0,7,2,1,3,3.0,4,3.0,No,0.2796612967085384,1,1,travel_rarely,2, sales executive ,3,645.0,49.0,19566.0,16,1,1000000000
321,nan89,46,Female,Unknown,1977,3,Medical,2,19.0,10,0,8,3,3,3,2.0,3,3.0,No,0.0,18,0,Unknown,5, manufacturing director ,2,1485.0,87.0,26314.0,14,1,1000000000
322,nan90,30,Female,Single,1993,3,Unknown,0,12.0,11,6,7,3,4,3,2.0,3,3.0,No,0.2899135330524541,2,0,non-travel,2, laboratory technician ,1,1116.0,49.0,7181.0,14,0,1000000000
323,586,35,Male,Unknown,1988,3,Life Sciences,4,10.0,8,0,0,4,3,3,3.0,3,3.0,No,1.0,16,0,travel_rarely,2, healthcare representative ,3,1276.0,72.0,14295.0,12,0,1000000000
324,595,48,Female,Married,1975,5,Unknown,2,14.0,9,6,7,2,4,1,3.0,3,3.0,No,0.0,2,1,travel_rarely,2, sales executive ,2,163.0,37.0,19658.0,14,1,1000000000
325,nan91,45,Male,Unknown,1978,3,Other,0,11.030761930227381,8,3,7,4,2,2,4.0,3,3.0,No,0.0,2,1,travel_rarely,3, sales executive ,2,561.0,61.0,16177.0,19,1,1000000000
326,608,26,Female,Unknown,1997,4,Life Sciences,0,8.0,7,1,0,2,3,2,2.7992289004834214,3,3.0,Yes,1.0,17,1,travel_frequently,2, human resources ,1,426.0,58.0,22808.0,11,1,1000000000
327,616,41,Female,Single,1982,4,Other,2,10.0,8,0,7,1,3,1,3.0,2,3.0,No,1.0,2,1,Unknown,3, healthcare representative ,2,509.0,62.0,2112.0,17,0,1000000000
328,621,34,Male,Single,1989,4,Unknown,1,10.0,10,5,7,4,4,4,3.0,4,3.0,No,0.2595079404782599,21,1,Unknown,3, sales executive ,2,258.0,74.0,19921.0,12,0,1000000000
329,653,31,Male,Divorced,1992,4,Medical,4,13.0,7,5,7,1,4,4,4.0,4,4.0,No,0.0,6,1,travel_rarely,4, sales executive ,2,525.0,66.0,6219.0,22,2,1000000000
330,663,43,Male,Divorced,1980,5,Unknown,3,10.0,8,4,7,4,3,2,3.0,3,3.0,No,0.27305821315697254,9,0,travel_frequently,3, laboratory technician ,2,803.613395020541,72.0,19627.0,13,1,1000000000
331,682,53,Female,Single,1970,1,Unknown,7,18.0,14,8,10,4,1,4,4.0,3,4.0,No,0.2741162970918978,1,0,Unknown,2, sales executive ,2,238.0,34.0,7507.0,20,0,1000000000
332,nan92,37,Male,Married,1986,3,Other,1,10.956837648134151,10,7,8,3,3,3,3.0,3,3.1519665731899127,No,0.0,3,1,travel_rarely,2, manufacturing director ,3,482.0,36.0,9606.0,15,1,1000000000
333,nan93,54,Male,Unknown,1969,4,Unknown,2,16.0,9,7,1,3,2,3,4.0,3,3.1565360469836024,No,0.25435208131089815,19,1,Unknown,1, human resources ,3,397.0,88.0,6729.0,15,1,1000000000
334,nan94,38,Female,Unknown,1985,4,Marketing,0,10.735850346004202,7,0,5,4,4,1,3.0,2,3.1544542211830993,No,0.0,7,1,travel_rarely,2, sales executive ,2,243.0,46.0,7791.0,20,0,1000000000
335,710,29,Male,Divorced,1994,4,Life Sciences,1,10.0,10,2,8,2,4,4,3.0,1,3.0,No,0.27132534516783835,1,1,Unknown,5, research scientist ,1,806.0,76.0,18959.0,18,1,1000000000
336,717,34,Female,Unknown,1989,3,Medical,1,9.0,8,7,7,4,2,2,4.0,2,3.0,No,0.29981346008191284,9,0,Unknown,3, healthcare representative ,3,1442.0,46.0,17654.0,14,0,1000000000
337,721,39,Female,Single,1984,4,Technical Degree,1,20.0,20,11,10,4,3,1,3.0,2,3.0,No,0.0,2,0,Unknown,4, healthcare representative ,2,408.0,80.0,20978.0,11,0,1000000000
338,722,32,Male,Unknown,1991,3,Marketing,1,10.0,10,0,8,4,4,4,2.0,3,3.0,No,0.28359261243266876,10,1,Unknown,2, sales executive ,2,929.0,55.0,21703.0,12,0,1000000000
339,724,38,Female,Unknown,1985,4,Life Sciences,0,10.0,9,1,8,2,4,3,2.7745436621238784,4,3.0,No,0.29104176570126516,1,1,travel_rarely,4, healthcare representative ,2,827.0,33.0,19383.0,13,0,1000000000
340,725,27,Female,Married,1996,2,Life Sciences,1,9.0,9,0,7,3,1,4,3.0,3,3.0,No,0.2760833646890531,1,0,travel_rarely,3, manufacturing director ,3,803.5960107224776,66.0141887250303,6009.0,11,0,1000000000
341,nan95,32,Female,Single,1991,2,Life Sciences,3,10.0,7,7,7,3,4,4,3.0,3,3.0,No,0.2927840505064771,3,0,travel_rarely,6, research director ,3,1018.0,39.0,19373.0,15,0,1000000000
342,728,47,Male,Single,1976,4,Marketing,2,20.0,7,1,7,4,1,4,3.0,3,3.0,No,0.2806405186114302,35,0,Unknown,2, sales executive ,2,703.0,42.0,11825.0,12,0,1000000000
343,733,27,Male,Unknown,1996,2,Unknown,1,9.0,9,1,7,4,1,3,2.0,3,4.0,No,0.0,10,1,travel_frequently,4, manufacturing director ,3,294.0,32.0,4809.0,21,2,1000000000
344,734,41,Male,Unknown,1982,3,Unknown,1,22.0,22,2,10,4,3,2,3.0,2,3.1544910493537794,No,0.0,1,0,Unknown,3, manager ,5,314.0,59.0,19562.0,12,1,1000000000
345,nan96,28,Female,Unknown,1995,2,Unknown,7,10.0,7,3,7,3,2,4,3.0,1,3.0,Yes,1.0,35,1,Unknown,4, research scientist ,1,654.0,67.0,3872.0,13,0,1000000000
346,742,36,Female,Married,1987,3,Unknown,9,10.0,8,0,5,1,1,1,3.0,4,3.0,No,0.26834572608084983,8,0,Unknown,2, research director ,3,427.0,63.0,20335.0,14,1,1000000000
347,747,30,Male,Divorced,1993,5,Marketing,7,10.0,8,7,7,3,4,4,2.0,3,3.1568934465424205,No,0.0,27,1,Unknown,2, sales executive ,2,501.0,99.0,25275.0,23,1,1000000000
348,762,56,Male,Married,1967,3,Unknown,7,30.0,10,1,1,3,4,3,2.0,3,3.0,No,0.0,9,0,travel_rarely,1, healthcare representative ,4,803.6751095616887,81.0,20420.0,11,0,1000000000
349,783,45,Male,Single,1978,2,Unknown,0,9.0,8,3,1,2,3,1,3.0,1,3.0,No,0.0,2,1,travel_rarely,3, sales representative ,2,954.0,46.0,12388.0,13,0,1000000000
350,789,36,Male,Single,1987,4,Unknown,1,10.0,10,0,9,1,1,2,3.0,2,3.0,No,0.28589256010853276,8,0,non-travel,1, sales executive ,3,1434.0,76.0,14229.0,15,0,1000000000
351,793,29,Female,Married,1994,3,Medical,4,11.0,8,1,1,2,3,1,2.0,3,3.0,No,0.0,27,1,Unknown,3, healthcare representative ,2,657.0,66.0,25549.0,12,1,1000000000
352,803,38,Female,Single,1985,4,Life Sciences,6,17.0,15,4,12,1,1,4,3.0,4,3.0,No,0.25619646182821676,2,1,Unknown,2, manufacturing director ,2,240.0,75.0,26085.0,12,0,1000000000
353,nan97,40,Female,Unknown,1983,2,Medical,1,8.0,8,3,7,1,2,4,3.0,4,4.0,No,0.0,13,1,Unknown,2, healthcare representative ,2,791.0,38.0,9931.0,24,1,1000000000
354,809,42,Male,Unknown,1981,3,Unknown,1,24.0,24,14,9,2,4,2,2.0,3,3.0,No,0.0,8,1,travel_frequently,4, manager ,5,570.0,66.0,16225.0,13,1,1000000000
355,823,36,Female,Unknown,1987,3,Other,0,11.136437089547579,9,0,5,3,2,1,3.0,3,3.0,No,0.2862419294630646,1,0,travel_rarely,2, manufacturing director ,2,676.0,35.0,23361.0,15,1,1000000000
356,nan98,29,Male,Married,1994,2,Unknown,1,10.0,10,0,7,3,3,3,3.0,4,4.0,No,0.26904762036879326,23,1,travel_rarely,3, research scientist ,1,803.636643784377,81.0,23779.0,24,1,1000000000
357,842,55,Male,Single,1968,1,Medical,4,10.914278040752766,9,7,3,3,4,3,2.0,3,3.0,Yes,0.2798843203932606,2,0,Unknown,3, sales executive ,2,436.0,37.0,21519.0,16,0,1000000000
358,nan99,28,Female,Unknown,1995,4,Unknown,1,8.0,8,7,5,2,2,1,3.0,3,4.0,No,0.2687345273794987,2,1,Unknown,2, sales executive ,2,760.0,81.0,3698.0,20,0,1000000000
359,nan100,26,Female,Married,1997,2,Medical,1,8.0,8,1,7,3,3,1,3.0,2,3.0,Yes,0.2666052826915566,5,1,Unknown,2, research scientist ,1,803.6509337856936,88.0,20898.0,14,1,1000000000
360,913,44,Male,Unknown,1979,2,Unknown,1,8.0,8,7,1,2,1,4,3.0,3,3.0,No,1.0,9,1,Unknown,0, research scientist ,1,661.0,61.0,7508.0,13,0,1000000000
361,927,41,Female,Divorced,1982,4,Life Sciences,4,11.515830793871162,7,1,0,2,4,3,2.0,1,3.0,Yes,1.0,2,1,Unknown,1, laboratory technician ,1,1085.0,57.0,17725.0,13,1,1000000000
362,941,31,Male,Unknown,1992,4,Unknown,3,10.65328186195989,7,5,2,2,3,2,4.0,2,3.1547187515695034,No,0.271596038435368,7,0,travel_rarely,2, sales representative ,1,154.0,41.0,11737.0,15,0,1000000000
363,956,26,Male,Unknown,1997,3,Medical,1,11.699009887021145,7,0,7,3,1,2,3.0,2,3.0,No,0.29252540394238397,28,1,travel_frequently,2, sales executive ,2,1283.0,52.0,11148.0,12,0,1000000000
364,nan101,31,Female,Unknown,1992,3,Medical,0,10.0,9,8,5,4,4,3,1.0,3,3.0,No,0.28261693628555445,12,0,Unknown,2, healthcare representative ,2,616.0,41.0,17369.0,11,2,1000000000
365,966,32,Female,Married,1991,4,Medical,1,8.0,8,6,3,3,1,3,4.0,3,3.0,No,0.2572541200891268,3,0,Unknown,2, manufacturing director ,2,498.0,93.0,13554.0,12,1,1000000000
366,967,36,Male,Married,1987,1,Life Sciences,1,11.001748719667733,16,3,7,3,4,1,3.0,2,3.1528300890531202,Yes,0.27575134463124334,3,0,travel_rarely,6, sales executive ,3,530.0,51.0,5518.0,11,1,1000000000
367,972,45,Male,Unknown,1978,2,Unknown,1,11.256571447913952,9,0,8,4,2,2,2.0,3,3.0,No,0.27938292756271677,47,1,non-travel,5, laboratory technician ,2,805.0,57.0,23163.0,12,0,1000000000
368,nan102,39,Male,Single,1984,5,Unknown,0,9.0,8,0,7,1,3,4,3.0,4,3.0,No,0.0,2,0,travel_rarely,3, sales executive ,3,903.0,41.0,2560.0,18,0,1000000000
369,990,36,Male,Divorced,1987,4,Technical Degree,4,12.0,7,0,7,1,4,4,3.0,3,3.15048889421431,No,0.0,8,1,non-travel,3, sales executive ,2,1229.0,84.0,25952.0,13,2,1000000000
370,nan103,46,Male,Unknown,1977,2,Medical,6,11.035545201823398,8,0,7,4,3,2,3.0,3,3.0,No,0.26993053877621875,7,0,Unknown,3, manufacturing director ,3,566.0,65.85752946074795,24208.0,13,1,1000000000
371,1013,54,Female,Unknown,1969,3,Technical Degree,8,22.0,10,0,8,3,3,3,3.0,3,3.1462925273125415,No,0.2908032170945009,17,1,travel_rarely,2, manufacturing director ,3,1441.0,56.0,13943.0,11,1,1000000000
372,1015,30,Female,Unknown,1993,2,Unknown,0,10.653356543354722,8,1,7,2,1,3,2.0,4,3.0,No,1.0,8,1,travel_rarely,4, research director ,3,153.0,73.0,17802.0,12,3,1000000000
373,1018,26,Male,Married,1997,2,Medical,1,11.497458791128945,8,1,3,4,4,2,3.0,4,3.0,No,0.29650342221885523,2,0,Unknown,2, manufacturing director ,2,1066.0,32.0,3334.0,12,0,1000000000
374,1034,55,Male,Married,1968,4,Medical,3,10.636346526352241,8,6,7,3,2,4,3.0,3,3.0,No,0.26179705353567595,18,1,travel_frequently,3, healthcare representative ,2,135.0,62.0,12992.0,14,2,1000000000
375,nan104,50,Female,Married,1973,3,Life Sciences,0,10.646633719856144,18,0,13,4,3,1,3.0,3,3.0,No,0.24727253728439946,1,1,non-travel,3, sales executive ,2,145.0,95.0,24920.0,12,1,1000000000
376,1046,32,Female,Single,1991,4,Unknown,9,10.0,8,7,7,4,3,2,3.0,3,3.0,No,0.0,29,1,non-travel,2, laboratory technician ,1,1109.0,69.0,11135.0,12,0,1000000000
377,1050,53,Female,Unknown,1970,3,Marketing,2,30.0,15,6,12,3,2,1,2.8320372821788715,2,3.0,No,0.26550694500883204,2,1,travel_frequently,2, sales executive ,3,124.0,38.0,23537.0,12,1,1000000000
378,nan105,40,Male,Married,1983,3,Unknown,1,8.0,7,7,5,3,1,2,2.0,3,3.0,No,0.2612072289471488,26,0,travel_rarely,3, sales executive ,2,300.0,74.0,22217.0,14,1,1000000000
379,1074,55,Male,Single,1968,1,Unknown,7,10.921773313778512,9,6,2,3,1,2,4.0,2,3.0,No,0.0,2,1,Unknown,3, manager ,4,444.0,40.0,17323.0,15,0,1000000000
380,1082,28,Male,Single,1995,2,Unknown,1,10.0,10,1,9,2,1,1,2.0,2,3.0,Yes,0.0,24,0,non-travel,2, healthcare representative ,3,1366.0,72.0,12355.0,12,0,1000000000
381,1097,28,Female,Single,1995,3,Other,3,11.304776769915508,8,1,7,3,3,4,4.0,3,3.0,No,0.0,10,1,travel_rarely,4, research scientist ,2,857.0,59.0,7909.0,13,0,1000000000
382,1100,35,Male,Unknown,1988,3,Technical Degree,0,9.0,8,4,7,4,1,1,3.0,3,4.0,Yes,0.2764488002163535,4,1,Unknown,2, sales executive ,3,1204.0,86.0,10333.0,22,0,1000000000
383,1101,33,Female,Single,1990,4,Medical,1,14.0,13,3,8,4,3,2,3.0,2,4.0,Yes,0.0,36,1,travel_frequently,4, research scientist ,2,827.0,54.0,3129.0,22,0,1000000000
384,1106,25,Male,Married,1998,1,Technical Degree,1,7.0,7,5,6,4,4,2,4.0,3,3.146673113480475,Yes,0.3016004329909337,4,1,Unknown,3, laboratory technician ,1,1219.0,32.0,4605.0,15,1,1000000000
385,1119,38,Male,Unknown,1985,4,Unknown,0,9.0,8,2,7,3,3,2,2.764905865825266,2,3.0,No,1.0,10,1,Unknown,2, sales executive ,3,770.0,65.99203214085321,5569.0,14,2,1000000000
386,nan106,28,Female,Unknown,1995,3,Unknown,0,11.3919534754695,9,1,7,1,2,2,2.0,3,3.0,No,0.2666049998655963,12,1,Unknown,3, manufacturing director ,3,950.0,93.0,8039.0,17,3,1000000000
387,1126,43,Female,Married,1980,3,Life Sciences,8,18.0,8,0,1,3,1,3,3.0,3,3.0,No,0.0,27,0,travel_frequently,1, manufacturing director ,3,1082.0,83.0,11535.0,11,1,1000000000
388,nan107,39,Male,Unknown,1984,3,Life Sciences,7,21.0,18,11,5,1,4,4,3.0,3,3.0,Yes,0.0,2,0,travel_frequently,4, healthcare representative ,4,203.0,84.0,13547.0,11,3,1000000000
389,1128,40,Male,Unknown,1983,3,Unknown,1,11.721911087849676,20,4,9,3,3,1,2.72665375522491,2,3.146760954417301,No,0.0,14,1,travel_rarely,2, research director ,5,1308.0,44.0,17544.0,14,0,1000000000
390,nan108,29,Male,Married,1994,1,Medical,1,10.0,10,1,2,2,4,3,2.0,2,3.0,No,0.2679688448182897,8,1,travel_rarely,2, manufacturing director ,2,718.0,79.0,17689.0,15,1,1000000000
391,nan109,40,Female,Unknown,1983,4,Unknown,9,20.0,18,2,13,2,3,3,2.0,3,3.0,No,0.0,32,0,Unknown,3, research director ,3,593.0,88.0,13782.0,17,0,1000000000
392,1177,26,Male,Unknown,1997,4,Unknown,1,8.0,8,0,7,1,4,2,3.0,4,4.0,No,0.2827619004714902,3,1,travel_rarely,2, laboratory technician ,1,1384.0,82.0,13421.0,22,1,1000000000
393,1182,35,Male,Divorced,1988,3,Unknown,2,15.0,7,6,4,3,2,2,4.0,2,3.0,No,0.0,2,1,travel_rarely,2, manufacturing director ,3,819.0,44.0,19588.0,18,1,1000000000
